"Operational State,""WDM Connection Type"",""Name"",""Shape"",""Implementation State"",""Working State"",""From NE/Port #1"",""To NE/Port #1"",""Alarm Status"",""Direction"",""Flex Grid Capable"",""Band"",""NPA Name"",""Protection"",""Commissioned Status"",""Service State"",""Administrative State"",""OLC State"",""Client Signal Type"",""RX Frequency"",""TX Frequency"",""ASAP Name"",""Inter Shelf"",""Span Type"",""Cluster"",""Grid Type"",""A-Z Span Loss C"",""Z-A Span Loss C"",""A-Z Span Loss L"",""Z-A Span Loss L"",""Last Calculated Span Loss Date"",""Definition Time"",""SRG Present"",""Link Type"",""Latency (microsec.)"",""3Ê³áµˆ Party Network Name"",""3Ê³áµˆ Party Network Description"",""From NE/Port #2"",""Access Control Domain"",""OTDR Summary"",""OTDR Scan Status"",""OTDR Supported"",""Dark Fiber Associated"",""To NE/Port #2"",""Fiber Route Associated"",""Latest Note"",""ASAP"",""% Low Utilization Threshold"",""% High Utilization Threshold"",""Repeater"",""% Utilization"",""ASELL Status"",""Utilization Profile"",""Audit State"",""Allocation Cost"",""Subsea"""
"Up,""OTS"",""A32-R-0000332340-01/A32-R-0000332331-01/9COS2901/OTDR-P7"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000332340-01/IROADM-6-2-LINEOUT"",""A32-R-0000332331-01/AHPLG-1-2-LINE"",""Cleared"",""Bidirectional"",""No"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""8.86"",""9.58"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Thu Oct 14 2021 00:11:01 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Not Present"",""Legacy"",""135"",""Intrusion OK"",""Att A-B 10.2 B-A 10.2"",""A32-R-0000332331-01/AHPLG-1-2-LINE"",""unknown unknown"",""No Fibercut"",""Success"",""True"",""False"",""A32-R-0000332340-01/IROADM-6-2-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""18.18"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000332340-01/A32-R-0000470433-01/SFRW07965/OTDR-P8"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000332340-01/IROADM-1-7-LINEOUT"",""A32-R-0000470433-01/AHPHG-2-2-LINE"",""Cleared"",""Bidirectional"",""No"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""25.19"",""25.3"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Fri Sep 03 2021 01:23:11 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Not Present"",""Legacy"",""543"",""Intrusion OK"",""Att A-B 25.2 B-A 26"",""A32-R-0000470433-01/AHPHG-2-2-LINE"",""unknown unknown"",""Fibercut Detected"",""Success"",""True"",""False"",""A32-R-0000332340-01/IROADM-1-7-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""11.36"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000341744-01/A32-R-0000301057-01/SFRW08477/OTDR-P7"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000341744-01/IROADM-1-6-LINEOUT"",""A32-R-0000301057-01/AHPHG-3-2-LINE"",""Cleared"",""Bidirectional"",""No"",""C"","""",""Unprotected"",""Commissioned"",""Not In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""14"",""16.3"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Thu Jun 02 2022 00:02:40 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Not Present"",""Legacy"",""263"",""Intrusion OK"",""Att A-B 15.0 B-A 14.5"",""A32-R-0000301057-01/AHPHG-3-2-LINE"",""unknown unknown"",""No Fibercut"",""Success"",""True"",""False"",""A32-R-0000341744-01/IROADM-1-6-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""12.5"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000341744-01/A32-R-0000341746-01/SFRW09701/OTDR-P9"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000341744-01/IROADM-2-3-LINEOUT"",""A32-R-0000341746-01/IROADM-2-3-LINEIN"",""Cleared"",""Bidirectional"",""Yes"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""1.11"",""2.89"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Thu Jun 02 2022 00:02:41 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Not Present"",""Legacy"",""9"",""Intrusion OK"",""Att A-B 2.8 B-A 1"",""A32-R-0000341746-01/IROADM-2-3-LINEOUT"",""unknown unknown"",""No Fibercut"",""Success"",""True"",""False"",""A32-R-0000341744-01/IROADM-2-3-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""17.71"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000341746-01/A32-R-0000340383-01/SFRW33695/OTDR-P6"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000341746-01/IROADM-4-2-LINEOUT"",""A32-R-0000340383-01/IROADM-1-2-LINEIN"",""Cleared"",""Bidirectional"",""Yes"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""3.96"",""3.11"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Mon Mar 01 2021 16:19:32 GMT+0100 (heure normale dâ€™Europe centrale)"",""Not Present"",""Legacy"",""20"",""Intrusion OK"",""Att A-B 2.8 B-A 3.8"",""A32-R-0000340383-01/IROADM-1-2-LINEOUT"",""unknown unknown"",""No Fibercut"",""Success"",""True"",""False"",""A32-R-0000341746-01/IROADM-4-2-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""5.73"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000341746-01/A32-R-0000341643-01/SFRW07929/OTDR-P7"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000341643-01/IROADM-1-3-LINEOUT"",""A32-R-0000341746-01/IROADM-1-3-LINEIN"",""Cleared"",""Bidirectional"",""Yes"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""11.15"",""10.47"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Fri Jan 21 2022 01:24:14 GMT+0100 (heure normale dâ€™Europe centrale)"",""Not Present"",""Legacy"",""207"",""Intrusion OK"",""Att A-B 11 B-A 10.4"",""A32-R-0000341746-01/IROADM-1-3-LINEOUT"",""unknown unknown"",""No Fibercut"",""Success"",""True"",""False"",""A32-R-0000341643-01/IROADM-1-3-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""8.85"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000351495-01/A32-R-0000351497-01/SFRW13867/OTDR-P7"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000351497-01/IROADM-2-17-LINEOUT"",""A32-R-0000351495-01/IROADM-1-17-LINEIN"",""Cleared"",""Bidirectional"",""Yes"",""C"","""",""Unprotected"",""Commissioned"",""Not In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""21.2"",""19.57"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Tue May 18 2021 01:53:58 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Not Present"",""Legacy"",""388"",""Intrusion OK"",""Att A-B 19.6 B-A 21.1"",""A32-R-0000351495-01/IROADM-1-17-LINEOUT"",""unknown unknown"",""No Fibercut"",""Success"",""True"",""False"",""A32-R-0000351497-01/IROADM-2-17-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""5.99"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000351495-01/A32-R-0000442303-01/SFRW29067/OTDR-P7"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000442303-01/IROADM-2-7-LINEOUT"",""A32-R-0000351495-01/IROADM-4-2-LINEIN"",""Cleared"",""Bidirectional"",""Yes"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""14.64"",""14.69"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Wed May 19 2021 00:00:09 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Not Present"",""Legacy"",""326"",""Intrusion OK"",""Att A-B 15 B-A 14.5"",""A32-R-0000351495-01/IROADM-4-2-LINEOUT"",""unknown unknown"",""No Fibercut"",""Success"",""True"",""False"",""A32-R-0000442303-01/IROADM-2-7-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""17.45"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000351495-01/A32-R-0000560861-01/SFRW37945/OTDR-P7"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000351495-01/IROADM-5-2-LINEOUT"",""A32-R-0000560861-01/IROADM-1-7-LINEIN"",""Cleared"",""Bidirectional"",""Yes"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""15.31"",""15.14"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Wed Sep 01 2021 13:54:33 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Not Present"",""Legacy"",""340"",""Intrusion OK"",""Att A-B 14.7 B-A 14.6"",""A32-R-0000560861-01/IROADM-1-7-LINEOUT"",""unknown unknown"",""No Fibercut"",""Success"",""True"",""False"",""A32-R-0000351495-01/IROADM-5-2-LINEIN"",""False"","" "",""Enabled"","""","""",""False"","""",""NA"","""",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000351577-01/A32-R-0000351496-01/SFRW09735/OTDR-P7"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000351496-01/PORT-1-17-LINEOUT"",""A32-R-0000351577-01/IROADM-4-7-LINEIN"",""Cleared"",""Bidirectional"",""Yes"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""15.62"",""16.34"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Tue Jun 06 2023 01:20:42 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Not Present"",""Legacy"",""343"",""A32-R-0000351496-01"",""Att A-B 15.6 B-A 16.4"",""A32-R-0000351577-01/IROADM-4-7-LINEOUT"",""unknown unknown"",""No Fibercut"",""Success"",""True"",""False"",""A32-R-0000351496-01/PORT-1-17-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""13.02"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000351577-01/A32-R-0000500491-01/SFRW12375/OTDR-P7"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000351577-01/IROADM-3-7-LINEOUT"",""A32-R-0000500491-01/A2325A-2-2-LINE"",""Cleared"",""Bidirectional"",""No"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""19.51"",""18.52"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Wed Mar 24 2021 23:35:35 GMT+0100 (heure normale dâ€™Europe centrale)"",""Not Present"",""Legacy"",""384"",""Intrusion OK"",""Att A-B 19.5 B-A 19.5"",""A32-R-0000500491-01/A2325A-2-2-LINE"",""unknown unknown"",""No Fibercut"",""Success"",""True"",""False"",""A32-R-0000351577-01/IROADM-3-7-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""3.13"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000351577-02/A32-R-0000351497-01/SFRW13865/OTDR-P8"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000351577-02/IROADM-5-3-LINEOUT"",""A32-R-0000351497-01/IROADM-1-14-LINEIN"",""Cleared"",""Bidirectional"",""Yes"",""C"","""",""Unprotected"",""Commissioned"",""Not In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""4"",""4.01"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Tue May 18 2021 01:10:11 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Not Present"",""Legacy"",""5"",""Intrusion OK"",""Att A-B 4 B-A 4.2"",""A32-R-0000351497-01/IROADM-1-14-LINEOUT"",""unknown unknown"",""No Fibercut"",""Success"",""True"",""False"",""A32-R-0000351577-02/IROADM-5-3-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""3.91"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000351847-01/A32-R-0000351577-01/SFRW19927/OTDR-P8"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000351577-01/IROADM-6-7-LINEOUT"",""A32-R-0000351847-01/AHPHG-1-2-LINE"",""Cleared"",""Bidirectional"",""No"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""6.71"",""8.31"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Wed Mar 24 2021 23:47:38 GMT+0100 (heure normale dâ€™Europe centrale)"",""Not Present"",""Legacy"",""39"",""Intrusion OK"",""Att A-B 7.9 B-A 6.6"",""A32-R-0000351847-01/AHPHG-1-2-LINE"",""unknown unknown"",""No Fibercut"",""Success"",""True"",""False"",""A32-R-0000351577-01/IROADM-6-7-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""3.13"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000380107-01/A32-R-0000693348-01/SFRW09427/OTDR-P8"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000693348-01/IROADM-3-6-LINEOUT"",""A32-R-0000380107-01/AHPHG-1-2-LINE"",""Cleared"",""Bidirectional"",""No"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""26.87"",""26.03"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Fri Nov 19 2021 01:35:24 GMT+0100 (heure normale dâ€™Europe centrale)"",""Not Present"",""Legacy"",""692"",""Intrusion OK"",""Att A-B 26.5 B-A 28.9"",""A32-R-0000380107-01/AHPHG-1-2-LINE"",""unknown unknown"",""Discrepancy Detected"",""Success"",""True"",""False"",""A32-R-0000693348-01/IROADM-3-6-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""19.79"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000420040-01/A32-R-0000693351-01/ SFRW46793/OTDR-P9"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000693351-01/IROADM-3-6-LINEOUT"",""A32-R-0000420040-01/A2325A-1-2-LINE"",""Warning"",""Bidirectional"",""No"",""C"","""",""Unprotected"",""Commissioned"",""Not In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""20.28"",""20.22"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Thu Jan 27 2022 23:21:40 GMT+0100 (heure normale dâ€™Europe centrale)"",""Not Present"",""Legacy"",""421"",""Intrusion OK"",""Att A-B 19.8 B-A 21.5"",""A32-R-0000420040-01/A2325A-1-2-LINE"",""unknown unknown"",""No Fibercut"",""Success"",""True"",""False"",""A32-R-0000693351-01/IROADM-3-6-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""30.68"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000442303-01/A32-R-0000442388-01/SFRW11835/OTDR-P7"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000442303-01/IROADM-1-7-LINEOUT"",""A32-R-0000442388-01/IROADM-3-17-LINEIN"",""Cleared"",""Bidirectional"",""Yes"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""16.77"",""16.85"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Wed May 19 2021 00:00:08 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Not Present"",""Legacy"",""362"",""Intrusion OK"",""Att A-B 17.6 B-A 17"",""A32-R-0000442388-01/IROADM-3-17-LINEOUT"",""unknown unknown"",""Discrepancy Detected"",""Success"",""True"",""False"",""A32-R-0000442303-01/IROADM-1-7-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""16.67"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000442338-01/A32-R-0000442388-01/SFRW07843/OTDR-P4"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000442338-01/IROADM-1-7-LINEOUT"",""A32-R-0000442388-01/IROADM-2-6-LINEIN"",""Major"",""Bidirectional"",""Yes"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""11.19"",""10.28"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Tue May 11 2021 23:49:30 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Not Present"",""Legacy"",""167"",""Intrusion OK"",""Att A-B 10.6 B-A 10.3"",""A32-R-0000442388-01/IROADM-2-6-LINEOUT"",""unknown unknown"",""No Fibercut"",""Success"",""True"",""False"",""A32-R-0000442338-01/IROADM-1-7-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""17.97"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000442340-01/A32-R-0000351495-01/SFRW13843/OTDR-P7"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000442340-01/IROADM-1-7-LINEOUT"",""A32-R-0000351495-01/IROADM-2-17-LINEIN"",""Cleared"",""Bidirectional"",""Yes"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""15.67"",""15.04"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Tue May 11 2021 01:57:48 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Not Present"",""Legacy"",""316"",""Intrusion OK"",""Att A-B 16 B-A 16.5"",""A32-R-0000351495-01/IROADM-2-17-LINEOUT"",""unknown unknown"",""No Fibercut"",""Success"",""True"",""False"",""A32-R-0000442340-01/IROADM-1-7-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""9.64"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000442388-01/A32-R-0000442359-01/SFRW17047/OTDR-P9"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000442388-01/IROADM-4-3-LINEOUT"",""A32-R-0000442359-01/AHPLG-1-2-LINE"",""Cleared"",""Bidirectional"",""No"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""5.39"",""5.93"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Fri Aug 20 2021 01:08:09 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Not Present"",""Legacy"",""26"",""Intrusion OK"",""A-B 5.05 B-A 5.11"",""A32-R-0000442359-01/AHPLG-1-2-LINE"",""unknown unknown"",""Discrepancy Detected"",""Success"",""True"",""False"",""A32-R-0000442388-01/IROADM-4-3-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""5.21"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000442388-01/A32-R-0000850063-01/SFRW05807/OTDR-P8"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000442388-01/IROADM-1-6-LINEOUT"",""A32-R-0000850063-01/AHPHG-2-2-LINE"",""Cleared"",""Bidirectional"",""No"",""C"","""",""Unprotected"",""Commissioned"",""Not In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""20.21"",""20.6"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Thu Jul 08 2021 01:20:47 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Not Present"",""Legacy"",""348"",""Intrusion OK"",""Att A-B 19.2 B-A 21.9"",""A32-R-0000850063-01/AHPHG-2-2-LINE"",""unknown unknown"",""No Fibercut"",""Success"",""True"",""False"",""A32-R-0000442388-01/IROADM-1-6-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""12.5"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000530363-01/A32-R-0000351577-01/SFRW08629/OTDR-P9"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000351577-01/IROADM-1-7-LINEOUT"",""A32-R-0000530363-01/IROADM-2-7-LINEIN"",""Cleared"",""Bidirectional"",""Yes"",""C"","""",""Unprotected"",""Commissioned"",""Not In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""20.49"",""20.74"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Thu Apr 08 2021 22:53:16 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Not Present"",""Legacy"",""406"",""Intrusion OK"",""Att A-B 20.6 B-A 20.6"",""A32-R-0000530363-01/IROADM-2-7-LINEOUT"",""unknown unknown"",""Discrepancy Detected"",""Success"",""True"",""False"",""A32-R-0000351577-01/IROADM-1-7-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""10.94"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000560903-01/A32-R-0000351495-01/SFRW29229/OTDR-P7"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000560903-01/IROADM-1-7-LINEOUT"",""A32-R-0000351495-01/IROADM-3-2-LINEIN"",""Cleared"",""Bidirectional"",""Yes"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""15.85"",""16.15"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Thu May 27 2021 01:15:18 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Not Present"",""Legacy"",""353"",""Intrusion OK"",""Att A-B15.3 B-A 14.8"",""A32-R-0000351495-01/IROADM-3-2-LINEOUT"",""unknown unknown"",""Discrepancy Detected"",""Success"",""True"",""False"",""A32-R-0000560903-01/IROADM-1-7-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""15.89"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000590020-01/A32-R-0000593615-01/SFRW35713/OTDR-P3"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000590020-01/IROADM-2-2-LINEOUT"",""A32-R-0000593615-01/IROADM-4-2-LINEIN"",""Cleared"",""Bidirectional"",""Yes"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""19.17"",""21.37"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Wed Jun 09 2021 17:07:41 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Not Present"",""Legacy"",""361"",""Intrusion OK"",""Att A-B 19.4 B-A 21.3"",""A32-R-0000593615-01/IROADM-4-2-LINEOUT"",""unknown unknown"",""No Fibercut"",""Success"",""True"",""False"",""A32-R-0000590020-01/IROADM-2-2-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""2.08"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
