"Operational State,""WDM Connection Type"",""Name"",""Shape"",""Implementation State"",""Working State"",""From NE/Port #1"",""To NE/Port #1"",""Alarm Status"",""Direction"",""Flex Grid Capable"",""Band"",""NPA Name"",""Protection"",""Commissioned Status"",""Service State"",""Administrative State"",""OLC State"",""Client Signal Type"",""RX Frequency"",""TX Frequency"",""ASAP Name"",""Inter Shelf"",""Span Type"",""Cluster"",""Grid Type"",""A-Z Span Loss C"",""Z-A Span Loss C"",""A-Z Span Loss L"",""Z-A Span Loss L"",""Last Calculated Span Loss Date"",""Definition Time"",""SRG Present"",""Link Type"",""Latency (microsec.)"",""3Ê³áµˆ Party Network Name"",""3Ê³áµˆ Party Network Description"",""From NE/Port #2"",""Access Control Domain"",""OTDR Summary"",""OTDR Scan Status"",""OTDR Supported"",""Dark Fiber Associated"",""To NE/Port #2"",""Fiber Route Associated"",""Latest Note"",""ASAP"",""% Low Utilization Threshold"",""% High Utilization Threshold"",""Repeater"",""% Utilization"",""ASELL Status"",""Utilization Profile"",""Audit State"",""Allocation Cost"",""Subsea"""
"Up,""OTS"",""A32-R-0000593516-01/A32-R-0000593520-01/SFRW35707/OTDR-P7"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000593516-01/IROADM-4-2-LINEOUT"",""A32-R-0000593520-01/IROADM-3-2-LINEIN"",""Cleared"",""Bidirectional"",""Yes"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""1.16"",""2.58"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Thu Aug 26 2021 11:47:10 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Not Present"",""Legacy"",""7"",""Intrusion OK"",""Att A-B 1.2 B-A 2.8"",""A32-R-0000593520-01/IROADM-3-2-LINEOUT"",""unknown unknown"",""No Fibercut"",""Success"",""True"",""False"",""A32-R-0000593516-01/IROADM-4-2-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""1.04"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000593523-01/A32-R-0000593516-01/SFRW15811/OTDR-P8"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000593516-01/IROADM-2-7-LINEOUT"",""A32-R-0000593523-01/A2325A-1-2-LINE"",""Major"",""Bidirectional"",""No"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""19.09"",""19.99"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Tue Apr 27 2021 00:01:22 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Not Present"",""Legacy"",""245"",""Intrusion OK"",""Att A-B 16.3 B-A 17.9"",""A32-R-0000593523-01/A2325A-1-2-LINE"",""unknown unknown"",""No Fibercut"",""Success"",""True"",""False"",""A32-R-0000593516-01/IROADM-2-7-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""4.17"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000593609-01/A32-R-0000593516-01/SFRW15671/OTDR-P9"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000593516-01/IROADM-1-3-LINEOUT"",""A32-R-0000593609-01/AHPHG-3-2-LINE"",""Cleared"",""Bidirectional"",""No"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""7.41"",""8.66"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Tue Apr 27 2021 00:01:21 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Not Present"",""Legacy"",""38"",""Intrusion OK"",""Att A-B 8.5 B-A 7.3"",""A32-R-0000593609-01/AHPHG-3-2-LINE"",""unknown unknown"",""Discrepancy Detected"",""Success"",""True"",""False"",""A32-R-0000593516-01/IROADM-1-3-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""2.08"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000593609-01/A32-R-0000593615-01/SFRW12219/OTDR-P7"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000593615-01/IROADM-1-7-LINEOUT"",""A32-R-0000593609-01/A2325A-1-2-LINE"",""Cleared"",""Bidirectional"",""No"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""16.2"",""16.2"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Fri Apr 30 2021 00:57:55 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Not Present"",""Legacy"",""318"",""Intrusion OK"",""Att A-B 15.8 B-A 16.8"",""A32-R-0000593609-01/A2325A-1-2-LINE"",""unknown unknown"",""No Fibercut"",""Success"",""True"",""False"",""A32-R-0000593615-01/IROADM-1-7-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""10.23"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000593615-01/A32-R-0000600984-01/SFRW12221/OTDR-P8"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000600984-01/IROADM-2-10-LINEOUT"",""A32-R-0000593615-01/IROADM-2-7-LINEIN"",""Cleared"",""Bidirectional"",""Yes"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""22.26"",""21.77"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Tue Apr 05 2022 01:52:19 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Not Present"",""Legacy"",""465"",""Intrusion OK"",""Att A-B 21.4 B-A 21.5"",""A32-R-0000593615-01/IROADM-2-7-LINEOUT"",""unknown unknown"",""Discrepancy Detected"",""Success"",""True"",""False"",""A32-R-0000600984-01/IROADM-2-10-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""15.63"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000593615-01/A32-R-0000620065-01/SFRW18701/OTDR-P9"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000620065-01/IROADM-2-15-LINEOUT"",""A32-R-0000593615-01/IROADM-3-7-LINEIN"",""Cleared"",""Bidirectional"",""Yes"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""8.48"",""7.66"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Thu Mar 31 2022 00:20:39 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Not Present"",""Legacy"",""157"",""Intrusion OK"",""Att A-B 8.4 B-A 7.7"",""A32-R-0000593615-01/IROADM-3-7-LINEOUT"",""unknown unknown"",""No Fibercut"",""Success"",""True"",""False"",""A32-R-0000620065-01/IROADM-2-15-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""5.21"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000600980-01/A32-R-0000923759-01/SFRW17509/OTDR-P9"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000923759-01/IROADM-6-7-LINEOUT"",""A32-R-0000600980-01/AHPHG-2-2-LINE"",""Cleared"",""Bidirectional"",""No"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""24.28"",""24.94"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Tue Jul 13 2021 00:11:58 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Not Present"",""Legacy"",""454"",""Intrusion OK"",""Att A-B 24.9 B-A 25.2"",""A32-R-0000600980-01/AHPHG-2-2-LINE"",""unknown unknown"",""No Fibercut"",""Success"",""True"",""False"",""A32-R-0000923759-01/IROADM-6-7-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""4.17"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000600984-01/A32-R-0000020644-01/SFRW16899/OTDR-P7"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000600984-01/IROADM-4-12-LINEOUT"",""A32-R-0000020644-01/A2325A-2-2-LINE"",""Cleared"",""Bidirectional"",""No"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""14.43"",""14.36"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Mon May 02 2022 22:54:30 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Not Present"",""Legacy"",""264"",""Intrusion OK"",""Att A-B 16.1 B-A 14.4"",""A32-R-0000020644-01/A2325A-2-2-LINE"",""unknown unknown"",""No Fibercut"",""Success"",""True"",""False"",""A32-R-0000600984-01/IROADM-4-12-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""5.68"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000600984-01/A32-R-0000600873-01/SFRW12227/OTDR-P7"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000600984-01/IROADM-3-17-LINEOUT"",""A32-R-0000600873-01/IROADM-1-17-LINEIN"",""Cleared"",""Bidirectional"",""Yes"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""17.69"",""15.73"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Tue Apr 05 2022 01:52:19 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Not Present"",""Legacy"",""358"",""Intrusion OK"",""Att A-B 15.7 B-A 15.8"",""A32-R-0000600873-01/IROADM-1-17-LINEOUT"",""unknown unknown"",""No Fibercut"",""Success"",""True"",""False"",""A32-R-0000600984-01/IROADM-3-17-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""16.67"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000600984-01/A32-R-0000800758-01/SFRW12071/OTDR-P9"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000600984-01/IROADM-1-12-LINEOUT"",""A32-R-0000800758-01/A2325A-2-2-LINE"",""Cleared"",""Bidirectional"",""No"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""27.94"",""27.14"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Mon May 02 2022 22:54:29 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Not Present"",""Legacy"",""558"",""Intrusion OK"",""Att A-B 28.5 B-A 28.6"",""A32-R-0000800758-01/A2325A-2-2-LINE"",""unknown unknown"",""Fibercut Detected"",""Success"",""True"",""False"",""A32-R-0000600984-01/IROADM-1-12-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""3.41"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000641107-01/A32-R-0000640938-01/SFRW08553/OTDR-P7"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000641107-01/IROADM-2-17-LINEOUT"",""A32-R-0000640938-01/IROADM-1-17-LINEIN"",""Cleared"",""Bidirectional"",""Yes"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""3.15"",""3.04"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Fri Feb 11 2022 00:55:18 GMT+0100 (heure normale dâ€™Europe centrale)"",""Not Present"",""Legacy"",""44"",""Intrusion OK"",""Att A-B 3.9 B-A 3.2"",""A32-R-0000640938-01/IROADM-1-17-LINEOUT"",""unknown unknown"",""Discrepancy Detected"",""Success"",""True"",""False"",""A32-R-0000641107-01/IROADM-2-17-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""18.23"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000641172-01/A32-R-0000641107-01/SFRW39781/OTDR-P7"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000641172-01/IROADM-2-7-LINEOUT"",""A32-R-0000641107-01/IROADM-1-7-LINEIN"",""Cleared"",""Bidirectional"",""Yes"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""4.76"",""4.04"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Wed Apr 13 2022 13:49:42 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Not Present"",""Legacy"",""76"",""Intrusion OK"",""Att A-B 4 B-A 4.6"",""A32-R-0000641107-01/IROADM-1-7-LINEOUT"",""unknown unknown"",""No Fibercut"",""Success"",""True"",""False"",""A32-R-0000641172-01/IROADM-2-7-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""3.13"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000641393-01/A32-R-0000641107-01/SFRW10503/OTDR-P7"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000641107-01/IROADM-3-17-LINEOUT"",""A32-R-0000641393-01/AHPHG-1-2-LINE"",""Cleared"",""Bidirectional"",""No"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""3.59"",""3.34"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Fri Feb 11 2022 00:55:18 GMT+0100 (heure normale dâ€™Europe centrale)"",""Not Present"",""Legacy"",""59"",""Intrusion OK"",""Att A-B 3.4 B-A 4.1"",""A32-R-0000641393-01/AHPHG-1-2-LINE"",""unknown unknown"",""No Fibercut"",""Success"",""True"",""False"",""A32-R-0000641107-01/IROADM-3-17-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""5.21"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000671581-01/A32-R-0000681036-01/SFRW10319/OTDR-P7"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000671581-01/PORT-2-17-LINEOUT"",""A32-R-0000681036-01/IROADM-1-17-LINEIN"",""Cleared"",""Bidirectional"",""Yes"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""18"",""17.84"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Tue Apr 16 2024 23:58:12 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Not Present"",""Legacy"",""391"","""","""",""A32-R-0000681036-01/IROADM-1-17-LINEOUT"",""unknown unknown"",""LOS No Fibercut"",""Success"",""True"",""False"",""A32-R-0000671581-01/PORT-2-17-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""15.63"",""NA"",""DEFAULT"",""N/A"",""20"","""""
"Up,""OTS"",""A32-R-0000671891-01/A32-R-0000681036-01/SFRW29685/OTDR-P8"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000671891-01/AHPHG-2-2-LINE"",""A32-R-0000681036-01/IROADM-1-16-LINEIN"",""Cleared"",""Bidirectional"",""No"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""9.09"",""9.29"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Fri Sep 18 2020 00:30:46 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Not Present"",""Legacy"",""137"",""Intrusion OK"",""Att A-B 9.97 B-A 9.05"",""A32-R-0000681036-01/IROADM-1-16-LINEOUT"",""unknown unknown"",""Discrepancy Detected"",""Success"",""True"",""False"",""A32-R-0000671891-01/AHPHG-2-2-LINE"",""False"","" "",""Enabled"",""50"",""80"",""False"",""2.27"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000681034-01/A32-R-0000681036-01/SFRW10313/OTDR-P9"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000681036-01/IROADM-2-17-LINEOUT"",""A32-R-0000681034-01/AHPHG-1-2-LINE"",""Cleared"",""Bidirectional"",""No"",""C"","""",""Unprotected"",""Commissioned"",""Not In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""14.1"",""13.41"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Fri Mar 12 2021 00:41:21 GMT+0100 (heure normale dâ€™Europe centrale)"",""Not Present"",""Legacy"",""261"",""Intrusion OK"",""Att A-B 15.8 B-A 13.2"",""A32-R-0000681034-01/AHPHG-1-2-LINE"",""unknown unknown"",""No Fibercut"",""Success"",""True"",""False"",""A32-R-0000681036-01/IROADM-2-17-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""17.98"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000681215-01/A32-R-0000681036-01/SFRW11843/OTDR-P9"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000681036-01/IROADM-2-15-LINEOUT"",""A32-R-0000681215-01/AHPHG-2-2-LINE"",""Cleared"",""Bidirectional"",""No"",""C"","""",""Unprotected"",""Commissioned"",""Not In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""12.73"",""13.55"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Thu Mar 11 2021 00:36:20 GMT+0100 (heure normale dâ€™Europe centrale)"",""Not Present"",""Legacy"",""230"",""Att A-B 13.7 B-A 12.8"",""Intrusion OK"",""A32-R-0000681215-01/AHPHG-2-2-LINE"",""unknown unknown"",""No Fibercut"",""Success"",""True"",""False"",""A32-R-0000681036-01/IROADM-2-15-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""2.27"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000690133-01/A32-R-0000693310-01/SFRW16963/OTDR-P7"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000690133-01/IROADM-5-3-LINEOUT"",""A32-R-0000693310-01/AHPHG-2-2-LINE"",""Warning"",""Bidirectional"",""No"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""10.01"",""7.51"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Thu Nov 04 2021 00:31:32 GMT+0100 (heure normale dâ€™Europe centrale)"",""Not Present"",""Legacy"",""63"",""Intrusion OK"",""Att A-B 7.3 B-A 6.6"",""A32-R-0000693310-01/AHPHG-2-2-LINE"",""unknown unknown"",""Discrepancy Detected"",""Success"",""True"",""False"",""A32-R-0000690133-01/IROADM-5-3-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""2.27"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000690133-01/A32-R-0000693348-01/SFRW04231/OTDR-P5"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000690133-01/IROADM-3-7-LINEOUT"",""A32-R-0000693348-01/IROADM-2-7-LINEIN"",""Cleared"",""Bidirectional"",""Yes"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""5.37"",""6.35"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Thu Nov 18 2021 00:41:57 GMT+0100 (heure normale dâ€™Europe centrale)"",""Not Present"",""Legacy"",""83"",""Intrusion OK"",""Att A-B 6.4 B-A 5.5"",""A32-R-0000693348-01/IROADM-2-7-LINEOUT"",""unknown unknown"",""Fibercut Detected"",""Success"",""True"",""False"",""A32-R-0000690133-01/IROADM-3-7-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""4.17"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000690133-01/A32-R-0000693351-01/SFRW04513/OTDR-P7"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000693351-01/IROADM-1-3-LINEOUT"",""A32-R-0000690133-01/IROADM-2-3-LINEIN"",""Cleared"",""Bidirectional"",""Yes"",""C"","""",""Unprotected"",""Commissioned"",""Not In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""5.72"",""4.69"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Wed Jan 12 2022 23:22:22 GMT+0100 (heure normale dâ€™Europe centrale)"",""Not Present"",""Legacy"",""54"",""Intrusion OK"",""Att A-B 4.8 B-A 5.7"",""A32-R-0000690133-01/IROADM-2-3-LINEOUT"",""unknown unknown"",""No Fibercut"",""Success"",""True"",""False"",""A32-R-0000693351-01/IROADM-1-3-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""18.75"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000690133-01/A4-R-0000070383-01/SFRW07047/OTDR-P8"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000690133-01/IROADM-1-7-LINEOUT"",""A4-R-0000070383-01/AHPHG-1-8-LINE"",""Cleared"",""Bidirectional"",""No"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""28.86"",""29.92"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Wed Oct 20 2021 01:20:07 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Not Present"",""Legacy"",""642"",""Intrusion OK"",""Att A-B 28.5 B-A 29.8"",""A4-R-0000070383-01/AHPHG-1-8-LINE"",""unknown unknown"",""No Fibercut"",""Success"",""True"",""False"",""A32-R-0000690133-01/IROADM-1-7-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""7.95"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000693331-01/A32-R-0000693351-01/SFRW28881/OTDR-P4"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000693351-01/IROADM-4-7-LINEOUT"",""A32-R-0000693331-01/AHPLG-2-2-LINE"",""Cleared"",""Bidirectional"",""No"",""C"","""",""Unprotected"",""Commissioned"",""Not In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""11.12"",""11.52"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Wed Jan 12 2022 23:22:22 GMT+0100 (heure normale dâ€™Europe centrale)"",""Not Present"",""Legacy"",""174"",""Intrusion OK"",""Att A-B 11.3 B-A 12.5"",""A32-R-0000693331-01/AHPLG-2-2-LINE"",""unknown unknown"",""Fibercut Detected"",""Success"",""True"",""False"",""A32-R-0000693351-01/IROADM-4-7-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""3.13"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
"Up,""OTS"",""A32-R-0000693348-01/A32-R-0000010874-01/SFRW13799/OTDR-P8"",""Four Ended"",""Implemented"",""Normal"",""A32-R-0000693348-01/IROADM-7-7-LINEOUT"",""A32-R-0000010874-01/A2325A-1-2-LINE"",""Cleared"",""Bidirectional"",""No"",""C"","""",""Unprotected"",""Commissioned"",""In Service"",""In Service"",""In Service"",""-"","""","""",""default ASAP"",""normal"",""Dual Fiber"",""Normal"",""Standard"",""28.05"",""29"",""NA"",""NA"",""Wed Jul 10 2024 02:00:00 GMT+0200 (heure dâ€™Ã©tÃ© dâ€™Europe centrale)"",""Fri Jan 07 2022 01:21:17 GMT+0100 (heure normale dâ€™Europe centrale)"",""Not Present"",""Legacy"",""508"",""Intrusion OK"",""Att A-B 27.9 B-A 28"",""A32-R-0000010874-01/A2325A-1-2-LINE"",""unknown unknown"",""No Fibercut"",""Success"",""True"",""False"",""A32-R-0000693348-01/IROADM-7-7-LINEIN"",""False"","" "",""Enabled"",""50"",""80"",""False"",""9.09"",""NA"",""DEFAULT"",""N/A"",""20"",""False"""
